CarubvID	ProteinName	LocusID	ProteinLength	Pacid
10000633	XP_006287429.1	17882934	548	20910230
10003837	XP_006286838.1	17882937	387	20909841
10003094	XP_006289549.1	17882938	312	20910881
10003816	XP_006290148.1	17882954	535	20907747
10003710	XP_006290072.1	17882955	794	20908424
10003710	XP_023637116.1	17882955	771	20908424
10002241	XP_006286400.1	17882957	133	20910163
10003712	XP_006290074.1	17882960	114	20908527
10002640	XP_006286675.1	17882961	655	20908232
10003023	XP_006289490.1	17882962	519	20907864
10000368	XP_023636167.1	17882964	688	20911027
10000368	XP_023636168.1	17882964	684	20911027
10000692	XP_006287481.1	17882968	530	20910528
10000692	XP_023635992.1	17882968	530	20910528
10000692	XP_023635993.1	17882968	530	20910528
10000692	XP_023635994.1	17882968	530	20910528
10000692	XP_023635995.1	17882968	530	20910528
10000692	XP_023635996.1	17882968	530	20910528
10000692	XP_023635997.1	17882968	527	20910528
10000505	XP_006287311.1	17882973	607	20909840
10002030	XP_006288719.1	17882985	192	20910720
10001445	XP_006288205.1	17882987	326	20909898
10002213	XP_006288858.1	17882989	143	20910520
10003075	XP_006289532.1	17882990	527	20909525
10003349	XP_006286784.1	17882997	679	20908944
10003349	XP_023636606.1	17882997	679	20908944
10003349	XP_023636608.1	17882997	679	20908944
10003349	XP_023636609.1	17882997	678	20908944
10002793	XP_006289311.1	17883000	668	20908169
10002793	XP_023635745.1	17883000	591	20908169
10003499	XP_006289885.1	17883001	978	20909388
10001203	XP_006287968.1	17883003	373	20908218
10003462	XP_006289852.2	17883007	265	20910358
10003409	XP_006289805.2	17883010	358	20907930
10001375	XP_006286528.1	17883030	337	20910007
10001375	XP_006286528.1	17883030	337	20910008
10003498	XP_006289884.1	17883032	465	20908563
10001401	XP_006288164.1	17883033	332	20908871
10003690	XP_006290055.2	17883036	518	20909322
10001896	XP_023636957.1	17883037	226	20910242
10003743	XP_006290098.1	17883042	394	20907277
10001729	XP_006288471.1	17883045	266	20907592
10000254	XP_006287092.1	17883048	795	20910972
10000874	XP_006287663.1	17883049	473	20910348
10003529	XP_006289913.1	17883051	574	20908922
10002308	XP_006288944.1	17883052	107	20910177
10002308	XP_023637532.1	17883052	81	20910177
10001623	XP_006288373.1	17883053	290	20910125
10001623	XP_023636494.1	17883053	290	20910125
10001623	XP_023636496.1	17883053	290	20910125
10000790	XP_023636567.1	17883055	499	20909055
10000115	XP_006286966.1	17883059	1042	20908168
10000190	XP_006287040.1	17883062	882	20909966
10000190	XP_023636459.1	17883062	882	20909966
10000190	XP_023636461.1	17883062	882	20909966
10003799	XP_006290135.1	17883063	648	20907374
10000996	XP_006287786.1	17883067	435	20908590
10000996	XP_023636628.1	17883067	435	20908590
10000996	XP_023636629.1	17883067	435	20908590
10002641	XP_006286676.1	17883071	512	20910884
10000931	XP_006287721.1	17883074	456	20910524
10003739	XP_006290094.1	17883075	921	20910717
10003930	XP_023636987.1	17883087	675	20908666
10003674	XP_006290040.1	17883091	799	20907589
10000647	XP_006287441.2	17883092	521	20909986
10001610	XP_006288362.1	17883096	292	20909065
10000110	XP_023635881.1	17883101	918	20908266
10000372	XP_023637135.1	17883102	656	20910345
10001158	XP_006286517.1	17883106	386	20909954
10001158	XP_023636305.1	17883106	386	20909954
10000775	XP_006287564.1	17883120	503	20909391
10001279	XP_006288045.1	17883121	355	20907394
10001543	XP_006288298.1	17883125	306	20909389
10002522	XP_006289101.2	17883127	686	20910438
10002522	XP_023636729.1	17883127	677	20910438
10002466	XP_006289069.1	17883133	150	20909232
10000759	XP_006287550.1	17883134	508	20907959
10003532	XP_006289916.1	17883139	173	20909799
10000136	XP_006286991.1	17883143	994	20908661
10000635	XP_023636491.1	17883144	572	20907568
10002670	XP_006286681.1	17883146	329	20908380
10001508	XP_006288263.2	17883147	268	20907737
10001508	XP_023635957.1	17883147	269	20907737
10000588	XP_006287382.1	17883149	568	20907884
10000377	XP_006287201.1	17883160	684	20910590
10003121	XP_006289576.2	17883163	384	20908352
10002077	XP_006288759.1	17883164	180	20910031
10003041	XP_006289507.1	17883170	255	20910471
10002567	XP_006289144.1	17883172	378	20909367
10003382	XP_006289780.1	17883185	333	20908543
10003908	XP_006290217.1	17883186	1282	20908779
10000942	XP_006287732.1	17883190	450	20909793
10002891	XP_006286717.1	17883195	277	20909646
10001480	XP_006288239.1	17883196	318	20909431
10001006	XP_023636402.1	17883212	487	20908712
10002001	XP_006288691.2	17883214	213	20910935
10000281	XP_006286450.1	17883215	766	20909769
10002122	XP_023636688.1	17883216	237	20910850
10000366	XP_006287191.1	17883220	689	20907804
10000616	XP_006287410.1	17883223	554	20908494
10001455	XP_006288218.1	17883229	324	20908928
10000105	XP_006286958.1	17883231	1056	20909997
10000105	XP_006286958.1	17883231	1056	20909998
10000105	XP_023635897.1	17883231	1056	20909997
10000105	XP_023635897.1	17883231	1056	20909998
10002982	XP_006286734.2	17883232	175	20910741
10000118	XP_006286972.1	17883247	1034	20908477
10000118	XP_006286972.1	17883247	1034	20908478
10000118	XP_023637688.1	17883247	804	20908477
10000118	XP_023637688.1	17883247	804	20908478
10000118	XP_023637689.1	17883247	804	20908477
10000118	XP_023637689.1	17883247	804	20908478
10000048	XP_006286904.1	17883252	1325	20910665
10000048	XP_006286904.1	17883252	1325	20910666
10000350	XP_006287181.1	17883259	701	20908687
10000541	XP_023636227.1	17883260	728	20909791
10003220	XP_006289662.1	17883264	511	20908453
10001630	XP_006288379.1	17883269	287	20908854
10001736	XP_006288476.1	17883271	264	20909815
10003056	XP_023637415.1	17883272	488	20909478
10001721	XP_006288460.1	17883274	268	20909276
10000336	XP_006287163.1	17883275	710	20909259
10001225	XP_006287992.2	17883278	377	20908787
10001225	XP_023636597.1	17883278	374	20908787
10001225	XP_023636598.1	17883278	336	20908787
10001225	XP_023636599.1	17883278	408	20908787
10000748	XP_006287540.1	17883280	512	20909745
10000748	XP_023637454.1	17883280	508	20909745
10002674	XP_006289219.1	17883281	521	20909695
10001137	XP_006287903.1	17883286	394	20910975
10001629	XP_006288378.1	17883287	287	20907964
10003546	XP_006286800.1	17883292	138	20910443
10003546	XP_023636668.1	17883292	138	20910443
10003546	XP_023636669.1	17883292	138	20910443
10001005	XP_006287794.1	17883300	432	20909415
10002420	XP_006289036.1	17883304	348	20910369
10001473	XP_006288233.1	17883308	320	20910268
10002774	XP_006286695.1	17883309	189	20908068
10002180	XP_006288838.1	17883334	154	20910075
10001491	XP_006288246.2	17883336	317	20909473
10000394	XP_006287217.1	17883339	670	20909387
10001230	XP_006287997.1	17883343	365	20910970
10001833	XP_006288552.1	17883345	242	20909665
10001833	XP_023637037.1	17883345	243	20909665
10001339	XP_006288106.1	17883353	344	20910944
10001339	XP_023636852.1	17883353	344	20910944
10003360	XP_006289760.2	17883354	167	20910694
10002200	XP_006286599.2	17883358	114	20908339
10001670	XP_006288414.1	17883360	278	20908326
10003429	XP_006289824.1	17883361	133	20910713
10001348	XP_006288116.1	17883368	342	20910302
10000354	XP_006287184.1	17883373	698	20907829
10000354	XP_023637220.1	17883373	643	20907829
10002457	XP_006289060.1	17883375	339	20907570
10002099	XP_006288778.1	17883377	173	20909530
10001783	XP_006288512.1	17883384	254	20910484
10001919	XP_006286566.1	17883385	221	20910607
10000954	XP_006287737.1	17883386	446	20911019
10000954	XP_023636316.1	17883386	449	20911019
10000954	XP_023636317.1	17883386	448	20911019
10000954	XP_023636318.1	17883386	445	20911019
10000711	XP_006287500.1	17883389	524	20909686
10000711	XP_023636174.1	17883389	524	20909686
10000711	XP_023636175.1	17883389	523	20909686
10002225	XP_006288870.1	17883390	139	20909906
10002225	XP_006288870.1	17883390	139	20909907
10002225	XP_006288871.1	17883390	139	20909906
10002225	XP_006288871.1	17883390	139	20909907
10000691	XP_006287480.1	17883397	530	20908868
10002609	XP_006289171.2	17883413	470	20909235
10001775	XP_006286545.1	17883416	256	20908715
10000952	XP_006287742.1	17883419	447	20908836
10000453	XP_006287263.1	17883420	634	20909936
10000064	XP_006286920.2	17883422	1194	20909337
10003170	XP_006289618.1	17883424	452	20908167
10003170	XP_023636871.1	17883424	449	20908167
10001891	XP_006288596.1	17883427	227	20908188
10000033	XP_023636531.1	17883428	1510	20909923
10003122	XP_006289577.1	17883430	498	20908037
10002390	XP_006289010.1	17883450	69	20910116
10002390	XP_023636704.1	17883450	69	20910116
10003682	XP_006290048.1	17883453	564	20910739
10000685	XP_006287474.1	17883455	532	20907978
10003045	XP_006289498.1	17883463	710	20907909
10001307	XP_006288801.2	17883467	464	20910804
10001307	XP_023636623.1	17883467	300	20910804
10001307	XP_023636624.1	17883467	254	20910804
10001307	XP_023636625.1	17883467	150	20910804
10001307	XP_023636626.1	17883467	134	20910804
10001022	XP_023636557.1	17883470	427	20910985
10000913	XP_006287706.1	17883475	461	20910671
10003649	XP_006286812.1	17883480	139	20907934
10001687	XP_006288428.1	17883484	274	20908003
10000631	XP_006287426.1	17883487	549	20910129
10000371	XP_006287196.1	17883488	686	20907891
10001470	XP_006288230.1	17883509	321	20908366
10001133	XP_006287899.2	17883511	338	20910004
10000914	XP_006287707.1	17883512	460	20908069
10002025	XP_006288714.1	17883520	193	20909004
10000379	XP_023635953.1	17883528	774	20909342
10000379	XP_023635954.1	17883528	773	20909342
10000356	XP_006287185.1	17883532	696	20909010
10000356	XP_023635927.1	17883532	697	20909010
10000925	XP_006287715.1	17883538	458	20908918
10003859	XP_006290180.1	17883539	659	20908947
10002819	XP_006289334.1	17883541	369	20909726
10003311	XP_006289743.1	17883543	524	20910992
10000717	XP_006287509.1	17883544	523	20908733
10000835	XP_006287623.2	17883545	457	20910722
10000835	XP_023636922.1	17883545	480	20910722
10001476	XP_006288235.1	17883547	319	20910508
10001476	XP_023636398.1	17883547	339	20910508
10000502	XP_006287310.1	17883551	610	20908806
10000893	XP_006287683.1	17883557	466	20908086
10000893	XP_023637150.1	17883557	406	20908086
10003708	XP_023637007.1	17883564	537	20909249
10001209	XP_006287974.1	17883571	371	20907644
10001996	XP_006288686.2	17883584	199	20909581
10000821	XP_006287609.1	17883590	490	20907833
10003790	XP_006290127.1	17883593	485	20907606
10003659	XP_006286433.1	17883605	154	20908794
10001180	XP_006287947.1	17883609	379	20908852
10000601	XP_023636936.1	17883614	567	20909983
10000750	XP_006287541.1	17883616	510	20909554
10002121	XP_006288797.1	17883618	167	20908091
10002061	XP_006288745.1	17883619	184	20907836
10002685	XP_023636577.1	17883621	269	20908078
10002685	XP_023636578.1	17883621	269	20908078
10000058	XP_006286914.1	17883623	1262	20907958
10000058	XP_023636266.1	17883623	1262	20907958
10000186	XP_006286358.1	17883630	886	20909117
10000834	XP_006287622.1	17883632	486	20910227
10003411	XP_006289807.1	17883633	652	20908597
10000920	XP_006287711.1	17883634	460	20909486
10000860	XP_006287650.2	17883636	459	20909399
10000696	XP_006287485.1	17883641	529	20908690
10000696	XP_023636221.1	17883641	537	20908690
10000718	XP_006287510.2	17883643	505	20908328
10000408	XP_006286463.2	17883653	635	20907577
10001439	XP_006288201.1	17883655	327	20908559
10003558	XP_006289936.1	17883658	657	20910702
10003669	XP_006290035.1	17883668	815	20911048
10001171	XP_023636511.1	17883670	382	20908589
10001689	XP_006288431.1	17883684	274	20908400
10000188	XP_023637068.1	17883686	1179	20907262
10000389	XP_006287212.1	17883687	674	20907779
10000389	XP_023637330.1	17883687	673	20907779
10001297	XP_006288064.1	17883692	351	20907944
10001098	XP_006287871.1	17883693	407	20909266
10001098	XP_023636942.1	17883693	392	20909266
10001907	XP_006288612.2	17883695	168	20908513
10000475	XP_006287280.2	17883696	587	20908617
10000753	XP_006287544.2	17883697	468	20908723
10000753	XP_023635900.1	17883697	477	20908723
10002637	XP_006289194.1	17883701	920	20908517
10002637	XP_023637502.1	17883701	860	20908517
10001446	XP_006288206.2	17883703	302	20908831
10003501	XP_006289883.1	17883704	532	20909707
10002544	XP_006289123.2	17883716	275	20908766
10001571	XP_006288325.1	17883719	300	20908272
10003885	XP_006290200.1	17883723	499	20910981
10000898	XP_006287690.1	17883725	464	20907559
10000325	XP_023636149.1	17883727	720	20911034
10000349	XP_006287180.2	17883729	699	20910310
10001341	XP_006288108.1	17883735	344	20909658
10000761	XP_006287552.1	17883736	508	20908217
10003882	XP_006290197.1	17883737	261	20910042
10003664	XP_006290030.1	17883770	347	20909086
10002142	XP_006286396.1	17883773	163	20909301
10003868	XP_006290188.2	17883777	542	20907894
10000104	XP_006286955.1	17883780	1062	20909153
10000104	XP_006286955.1	17883780	1062	20909154
10000104	XP_023637335.1	17883780	1062	20909153
10000104	XP_023637335.1	17883780	1062	20909154
10000104	XP_023637336.1	17883780	1062	20909153
10000104	XP_023637336.1	17883780	1062	20909154
10000104	XP_023637337.1	17883780	1062	20909153
10000104	XP_023637337.1	17883780	1062	20909154
10000104	XP_023637338.1	17883780	1062	20909153
10000104	XP_023637338.1	17883780	1062	20909154
10000104	XP_023637339.1	17883780	940	20909153
10000104	XP_023637339.1	17883780	940	20909154
10002929	XP_006286721.1	17883786	340	20910919
10002929	XP_023637518.1	17883786	300	20910919
10002631	XP_006289190.1	17883788	204	20911162
10002792	XP_006289310.2	17883790	274	20908256
10002792	XP_023637034.1	17883790	279	20908256
10000217	XP_006287067.1	17883801	842	20907880
10003880	XP_006290195.1	17883803	624	20909402
10001842	XP_006286554.1	17883807	240	20908444
10002981	XP_006289461.2	17883808	518	20910865
10001277	XP_023636500.1	17883809	356	20908843
10001277	XP_023636501.1	17883809	272	20908843
10000023	XP_006286879.1	17883811	2005	20908744
10000023	XP_023637307.1	17883811	2005	20908744
10002909	XP_006289410.1	17883812	1024	20909104
10001321	XP_006288091.1	17883815	346	20909294
10000195	XP_006287047.1	17883818	869	20907530
10001195	XP_006287960.1	17883824	376	20908335
10003645	XP_006290014.1	17883826	583	20910844
10000621	XP_006287416.2	17883827	508	20909920
10003475	XP_023637019.1	17883829	364	20907398
10001331	XP_006288086.1	17883861	345	20908140
10002666	XP_006289217.1	17883863	534	20909396
10002666	XP_023636186.1	17883863	534	20909396
10001560	XP_006288315.1	17883864	304	20909653
10003198	XP_006286757.1	17883872	424	20908208
10003198	XP_023636291.1	17883872	453	20908208
10002348	XP_006288974.1	17883875	91	20908813
10002348	XP_023637448.1	17883875	91	20908813
10000271	XP_006287100.1	17883876	776	20910447
10000271	XP_023636636.1	17883876	776	20910447
10000964	XP_006287753.1	17883880	443	20907512
10002217	XP_006288865.1	17883885	141	20907970
10000606	XP_006287400.1	17883886	558	20909967
10003807	XP_006290141.1	17883887	471	20909541
10003807	XP_023636525.1	17883887	471	20909541
10003807	XP_023636526.1	17883887	315	20909541
10000704	XP_023637189.1	17883890	525	20911099
10003225	XP_006289666.1	17883900	775	20911045
10001086	XP_006287859.1	17883904	410	20908972
10000897	XP_006287689.1	17883909	464	20907452
10001538	XP_006288295.1	17883911	307	20908288
10001538	XP_023636485.1	17883911	307	20908288
10001538	XP_023636486.1	17883911	307	20908288
10003297	XP_006289729.1	17883912	538	20907556
10003714	XP_006290075.1	17883913	583	20909710
10002492	XP_023636034.1	17883917	350	20910820
10002926	XP_006289409.1	17883920	132	20908209
10000384	XP_006287209.1	17883935	677	20908927
10002410	XP_006286619.1	17883936	392	20908833
10003889	XP_006290203.1	17883937	650	20910131
10003439	XP_006289834.1	17883943	497	20909001
10001253	XP_023637179.1	17883945	359	20909366
10000378	XP_023637159.1	17883952	673	20909335
10002987	XP_006286739.1	17883955	280	20910771
10001124	XP_023635883.1	17883958	320	20910445
10000782	XP_006287572.1	17883959	502	20907772
10001982	XP_006288674.1	17883961	205	20908101
10001982	XP_023636790.1	17883961	205	20908101
10002810	XP_006289325.1	17883965	216	20908033
10001125	XP_006287891.2	17883968	354	20910946
10001125	XP_023636916.1	17883968	304	20910946
10001125	XP_023636917.1	17883968	357	20910946
10000656	XP_006287450.1	17883969	541	20908921
10000473	XP_006287278.1	17883971	621	20911144
10001453	XP_023637199.1	17883972	329	20909828
10002153	XP_023636395.1	17883973	196	20910128
10001739	XP_006288479.1	17883975	263	20907780
10001739	XP_023636864.1	17883975	264	20907780
10001691	XP_006288433.1	17883980	273	20909577
10002106	XP_006288784.1	17883983	172	20909215
10000301	XP_006287130.2	17884001	723	20910165
10002100	XP_023635892.1	17884005	145	20907806
10000053	XP_006286909.1	17884009	1282	20907867
10003187	XP_006289626.1	17884010	371	20909507
10003187	XP_023636821.1	17884010	371	20909507
10003187	XP_023636822.1	17884010	371	20909507
10003187	XP_023636823.1	17884010	371	20909507
10003187	XP_023636824.1	17884010	371	20909507
10003187	XP_023636825.1	17884010	371	20909507
10003187	XP_023636826.1	17884010	371	20909507
10001344	XP_023636377.1	17884011	323	20910304
10002862	XP_006286712.1	17884013	512	20910556
10001995	XP_006288685.1	17884016	202	20909327
10001995	XP_023636856.1	17884016	202	20909327
10001981	XP_006288673.1	17884017	206	20909757
10003541	XP_006289925.1	17884024	409	20911029
10003541	XP_023636209.1	17884024	409	20911029
10003130	XP_006289575.1	17884025	269	20910244
10003375	XP_006289774.1	17884026	738	20908429
10003375	XP_023636983.1	17884026	738	20908429
10003375	XP_023636984.1	17884026	738	20908429
10003375	XP_023636985.1	17884026	738	20908429
10003269	XP_023637721.1	17884028	274	20908165
10000341	XP_023637264.1	17884030	583	20910634
10000641	XP_006287437.1	17884032	545	20908789
10000641	XP_023636462.1	17884032	544	20908789
10000641	XP_023636463.1	17884032	543	20908789
10000641	XP_023636464.1	17884032	542	20908789
10001803	XP_006288531.1	17884033	249	20910593
10000065	XP_023636474.1	17884034	1178	20907860
10000065	XP_023636475.1	17884034	1038	20907860
10000065	XP_023636476.1	17884034	1019	20907860
10001475	XP_006288234.1	17884037	319	20908524
10000123	XP_023635832.1	17884038	1031	20910307
10000123	XP_023635833.1	17884038	1026	20910307
10001921	XP_023636757.1	17884043	173	20907263
10003818	XP_006290150.1	17884046	734	20907661
10001024	XP_006287809.1	17884060	427	20909824
10003020	XP_006289487.1	17884066	748	20909675
10000352	XP_006287172.1	17884067	700	20910502
10000352	XP_006287172.1	17884067	700	20910504
10000352	XP_023635775.1	17884067	697	20910502
10000352	XP_023635775.1	17884067	697	20910504
10000352	XP_023635776.1	17884067	598	20910502
10000352	XP_023635776.1	17884067	598	20910504
10000352	XP_023635777.1	17884067	585	20910502
10000352	XP_023635777.1	17884067	585	20910504
10003640	XP_006290009.1	17884068	642	20911070
10002934	XP_006289429.1	17884081	163	20911132
10000864	XP_006287647.2	17884082	452	20909207
10001099	XP_023637359.1	17884083	334	20908137
10000176	XP_006287028.1	17884085	895	20909894
10001549	XP_006288304.1	17884087	306	20909629
10000474	XP_023635724.1	17884090	556	20907692
10002437	XP_023636403.1	17884092	608	20910051
10000046	XP_006286896.1	17884094	1355	20910501
10002580	XP_006286661.1	17884096	412	20910262
10002806	XP_006289321.1	17884101	251	20910754
10000151	XP_006287005.1	17884102	971	20907811
10000405	XP_006287228.1	17884105	663	20908894
10000405	XP_023636228.1	17884105	662	20908894
10001322	XP_023635966.1	17884110	412	20908408
10003505	XP_006289890.1	17884111	141	20909878
10003505	XP_023637461.1	17884111	137	20909878
10001011	XP_006287800.1	17884112	431	20908887
10000309	XP_006287138.1	17884117	735	20910065
10000095	XP_006286949.1	17884146	1075	20908466
10000095	XP_023636217.1	17884146	1075	20908466
10000095	XP_023636218.1	17884146	1075	20908466
10001676	XP_006288418.1	17884150	277	20908289
10003419	XP_006289814.2	17884153	341	20909227
10000955	XP_006287744.1	17884155	446	20910871
10000141	XP_006286997.1	17884156	985	20911101
10000141	XP_006286997.1	17884156	985	20911102
10002528	XP_006289107.1	17884157	585	20910032
10001986	XP_006288676.1	17884165	205	20910649
10001986	XP_006288677.1	17884165	205	20910649
10001986	XP_023636764.1	17884165	205	20910649
10003655	XP_006290023.1	17884166	485	20907548
10002825	XP_023636101.1	17884172	605	20909223
10002459	XP_006289542.2	17884175	190	20910066
10002459	XP_023637435.1	17884175	188	20910066
10002543	XP_006289122.1	17884184	278	20907771
10002543	XP_023635979.1	17884184	278	20907771
10002527	XP_023637073.1	17884188	529	20908126
10002527	XP_023637074.1	17884188	436	20908126
10002198	XP_006286597.1	17884189	149	20910317
10003062	XP_006289521.1	17884190	1160	20909691
10003257	XP_006289696.1	17884194	491	20909475
10001478	XP_006288236.1	17884195	318	20909775
10000787	XP_006287578.1	17884199	501	20907269
10001635	XP_006288384.1	17884204	286	20910071
10001635	XP_023635933.1	17884204	286	20910071
10001635	XP_023635934.1	17884204	286	20910071
10001635	XP_023635935.1	17884204	286	20910071
10000529	XP_023637136.1	17884208	595	20910624
10003510	XP_006289895.1	17884211	515	20908034
10001122	XP_006287888.1	17884225	399	20908594
10001130	XP_006287897.1	17884229	396	20907565
10000978	XP_006287768.2	17884232	423	20909590
10002066	XP_006288749.1	17884239	183	20910873
10002066	XP_023637188.1	17884239	152	20910873
10002758	XP_006289289.1	17884244	174	20908873
10000400	XP_006287224.1	17884250	666	20909981
10000400	XP_023636379.1	17884250	655	20909981
10001204	XP_006287969.1	17884255	372	20907980
10003457	XP_006289847.1	17884259	284	20909360
10000235	XP_006287076.1	17884261	822	20910394
10000235	XP_023636292.1	17884261	727	20910394
10000235	XP_023636293.1	17884261	727	20910394
10002481	XP_006289078.1	17884262	378	20908759
10002481	XP_023635782.1	17884262	378	20908759
10002481	XP_023635783.1	17884262	378	20908759
10001208	XP_006287966.1	17884263	371	20907293
10000147	XP_006287001.1	17884264	978	20910073
10001714	XP_023637087.1	17884265	228	20908455
10001714	XP_023637088.1	17884265	221	20908455
10001714	XP_023637089.1	17884265	90	20908455
10003733	XP_006286818.2	17884266	982	20910864
10002932	XP_006289427.1	17884269	1065	20908826
10000381	XP_006287205.1	17884274	681	20907938
10002770	XP_006289300.1	17884275	146	20909316
10001701	XP_006288440.1	17884277	271	20910173
10001701	XP_006288441.1	17884277	272	20910173
10002880	XP_006289384.1	17884278	360	20908436
10000108	XP_006286959.1	17884279	1052	20909221
10003503	XP_006289888.1	17884299	568	20909461
10000639	XP_006287435.1	17884304	546	20909621
10003644	XP_006290013.1	17884305	752	20909585
10003397	XP_006286429.1	17884309	408	20909126
10003397	XP_023636277.1	17884309	302	20909126
10001338	XP_006288105.1	17884320	344	20907743
10003134	XP_006289584.1	17884323	193	20908262
10001643	XP_006288391.1	17884325	284	20909239
10001829	XP_006288548.2	17884332	219	20910734
10000557	XP_023636391.1	17884342	701	20907289
10000557	XP_023636392.1	17884342	566	20907289
10001845	XP_006286556.2	17884344	224	20907826
10000884	XP_006287674.1	17884348	469	20908463
10000889	XP_023635707.1	17884352	462	20910746
10001665	XP_006288409.1	17884353	279	20907721
10000956	XP_006287745.1	17884359	446	20911110
10002731	XP_006289265.1	17884363	327	20909352
10003509	XP_006289894.1	17884365	360	20909625
10003627	XP_006289997.1	17884366	499	20909540
10000120	XP_006286969.1	17884367	1028	20907545
10000120	XP_006286969.1	17884367	1028	20907546
10000120	XP_006286970.1	17884367	1012	20907545
10000120	XP_006286970.1	17884367	1012	20907546
10000120	XP_023636163.1	17884367	1019	20907545
10000120	XP_023636163.1	17884367	1019	20907546
10002193	XP_006288848.1	17884370	151	20909026
10002054	XP_006286573.2	17884374	171	20909492
10002054	XP_023637038.1	17884374	171	20909492
10002510	XP_006286640.1	17884404	490	20908727
10002510	XP_023637261.1	17884404	394	20908727
10001653	XP_006288396.1	17884406	282	20909038
10003786	XP_006290125.2	17884407	677	20907928
10003786	XP_023637628.1	17884407	550	20907928
10000177	XP_006287029.1	17884413	895	20911149
10000604	XP_006287398.1	17884414	558	20909053
10001425	XP_006288190.1	17884416	328	20908032
10000454	XP_023636522.1	17884420	857	20909118
10000454	XP_023636523.1	17884420	640	20909118
10001887	XP_006288592.2	17884421	197	20908183
10000375	XP_006287200.2	17884422	686	20909756
10002915	XP_023637717.1	17884427	263	20910070
10001671	XP_006288415.2	17884428	263	20908234
10001407	XP_023636715.1	17884431	335	20910335
10001407	XP_023636716.1	17884431	331	20910335
10000578	XP_006287375.1	17884433	571	20910470
10001207	XP_023635839.1	17884434	371	20907361
10003168	XP_006289616.1	17884436	150	20908071
10001017	XP_023636367.1	17884438	600	20907350
10002135	XP_006288803.1	17884443	164	20910718
10002115	XP_006288792.1	17884446	169	20910815
10002376	XP_006288997.1	17884447	77	20910380
10003513	XP_006289897.1	17884450	1179	20907396
10003660	XP_006290026.1	17884473	412	20907562
10000210	XP_006287061.1	17884474	847	20909404
10000210	XP_006287061.1	17884474	847	20909405
10000210	XP_006287062.1	17884474	849	20909404
10000210	XP_006287062.1	17884474	849	20909405
10000210	XP_023636230.1	17884474	871	20909404
10000210	XP_023636230.1	17884474	871	20909405
10003821	XP_006290153.1	17884475	205	20910401
10001182	XP_006286519.1	17884476	378	20909964
10001182	XP_006286519.1	17884476	378	20909965
10001182	XP_006286520.1	17884476	378	20909964
10001182	XP_006286520.1	17884476	378	20909965
10003077	XP_006289534.1	17884477	362	20908646
10002373	XP_006288994.1	17884478	77	20907297
10003427	XP_006289822.1	17884482	456	20908476
10002970	XP_006289455.1	17884483	838	20908219
10000544	XP_006287345.1	17884487	587	20909045
10000422	XP_006287236.1	17884488	649	20907387
10000854	XP_006287641.1	17884489	480	20908950
10000483	XP_006287289.2	17884492	649	20908154
10002506	XP_006289093.2	17884493	311	20907571
10002339	XP_006288965.1	17884494	93	20909672
10000140	XP_006286995.1	17884502	988	20909742
10001283	XP_006288049.1	17884503	354	20907328
10001461	XP_006288223.1	17884508	322	20907279
10001854	XP_006288566.1	17884510	237	20911083
10001854	XP_023637096.1	17884510	224	20911083
10002831	XP_006289347.2	17884511	231	20910248
10003359	XP_006289759.1	17884516	1038	20910512
10000093	XP_006286947.1	17884531	1088	20910044
10003752	XP_006290108.1	17884534	226	20910160
10000662	XP_006286490.1	17884535	539	20909462
10003630	XP_006290000.1	17884536	827	20909371
10002954	XP_006286729.1	17884538	949	20910420
10001165	XP_006287930.1	17884545	383	20908523
10001165	XP_023637524.1	17884545	417	20908523
10002893	XP_006289396.1	17884547	527	20909021
10001523	XP_023637045.1	17884549	310	20910977
10002085	XP_006288766.1	17884551	177	20907927
10002059	XP_023637134.1	17884552	116	20909194
10002516	XP_006286646.1	17884555	383	20907872
10002516	XP_023636766.1	17884555	384	20907872
10003235	XP_006289677.2	17884556	636	20907312
10001333	XP_006288101.1	17884559	344	20907679
10002635	XP_023636592.1	17884566	445	20907715
10002635	XP_023636593.1	17884566	445	20907715
10003632	XP_023636519.1	17884572	203	20910823
10003632	XP_023636520.1	17884572	201	20910823
10000099	XP_006286951.1	17884575	1068	20911119
10000807	XP_006287594.1	17884579	493	20910478
10000807	XP_006287595.1	17884579	493	20910478
10000807	XP_023636013.1	17884579	493	20910478
10000807	XP_023636014.1	17884579	493	20910478
10000162	XP_006287014.1	17884581	927	20908106
10000159	XP_006287011.1	17884587	937	20910685
10003579	XP_006289951.1	17884592	191	20911002
10000963	XP_006287752.1	17884605	443	20908384
10001483	XP_006288241.1	17884609	318	20909818
10000486	XP_006287292.1	17884613	616	20908189
10000570	XP_006287370.1	17884616	575	20908888
10000259	XP_023637497.1	17884617	776	20908480
10001052	XP_023636156.1	17884625	419	20908949
10000449	XP_023637151.1	17884627	644	20908992
10000449	XP_023637152.1	17884627	644	20908992
10001556	XP_023636558.1	17884629	331	20909970
10001556	XP_023636559.1	17884629	323	20909970
10001556	XP_023636560.1	17884629	323	20909970
10001556	XP_023636561.1	17884629	304	20909970
10002729	XP_006289263.1	17884630	267	20907327
10000298	XP_006287126.1	17884631	746	20907498
10001756	XP_006288491.1	17884634	259	20909293
10003781	XP_023636791.1	17884645	385	20910966
10003812	XP_006286834.1	17884648	719	20910055
10000283	XP_006286452.1	17884649	763	20910526
10000283	XP_023635985.1	17884649	730	20910526
